,car_name,sub_name,quentity
0,XC40,B4 AWD,"1,452"
1,XC40,2.0 T4 AWD,"1,103"
2,XC40,2.0 T4 AWD,"1,103"
3,XC60,2.0 T8 AWD,"1,000"
4,XC60,2.0 D5 AWD,866
5,XC60,2.0 T6 AWD,673
6,XC60,2.0 T6 AWD,673
7,S60,2.0 T5,"1,369"
8,S60,B5,749
9,S60,B5,749
10,V60 Cross Country,2.0 T5 AWD,"1,308"
11,V60 Cross Country,B5 AWD,621
12,V60 Cross Country,B5 AWD,621
13,XC90,2.0 T6 AWD,588
14,XC90,2.0 T8 AWD,432
15,XC90,2.0 D5 AWD,343
16,XC90,2.0 D5 AWD,343
17,S90,2.0 T5,599
18,S90,2.0 D5 AWD,377
19,S90,2.0 T8 AWD,160
20,S90,2.0 T8 AWD,160
21,S90,B5,640
22,S90,B5,640
23,V90 Cross Country,2.0 T5 AWD,347
24,V90 Cross Country,2.0 D5 AWD,11
25,V90 Cross Country,2.0 D5 AWD,11
26,V90 Cross Country,B5 AWD,160
27,V90 Cross Country,B5 AWD,160
