,car_name,sub_name,quentity
0,A7,50 TDI quattro,627
1,A7,40 TDI,36
2,A7,55 TDI quattro,22
3,A7,50 TFSI quattro,8
4,A7,50 TFSI quattro,8
5,A6,40 TDI quattro,151
6,A6,55 TDI quattro,68
7,A6,50 TFSI quattro,58
8,A6,50 TDI quattro,58
9,A6,S6 4.0 TFSI quattro,2
10,A6,S6 4.0 TFSI quattro,2
11,A4,45 TFSI,63
12,A4,45 TFSI quattro,11
13,A4,55 TDI quattro,1
14,A4,55 TDI quattro,1
15,R8,5.2 FSI Plus Coupe,43
16,R8,5.2 FSI Plus Coupe,43
17,Q5,45 TDI quattro,16
18,Q5,SQ5 3.0 TDI quattro,5
19,Q5,SQ5 3.0 TDI quattro,5
20,TT,TTS Coupe,5
21,TT,TTS Coupe,5
22,A8,L W12,1
23,A8,L W12,1
24,Q7,35 TDI quattro,1
25,Q7,35 TDI quattro,1
